"Product Code","Product Name",Variant,Expected,Counted
1000-1000@,"Jinoo Apple Bottle",,996.0000,
10000@,"Finish Product",,0.0000,
asd1@,asd1,Can,11,
asd1@,asd1,Box,,
asd2@,asd2,Can,1,
asd2@,asd2,Box,,
asd3@,asd3,Can,20,
asd3@,asd3,Box,110,
AZ1@,"Amazone 1",Unit,9,
AZ1@,"Amazone 1",Box,1,
AZ1@,"Amazone 1",Case,43,
AZ2@,"Amazone 2",Unit,6,
AZ2@,"Amazone 2",Box,,
AZ2@,"Amazone 2",Case,87,
AZ3@,"Amazone 3",Unit,6,
AZ3@,"Amazone 3",Box,,
AZ3@,"Amazone 3",Case,99,
AZ4@,"Amazone 4",Unit,,
AZ4@,"Amazone 4",Box,,
AZ4@,"Amazone 4",Case,140,
DK-001@,Oral,,124.0000,
DK-002@,Oishi,,38.0000,
DP-001@,"Test product",Bottle,1,
DP-001@,"Test product",Case,,
DP-001@,"Test product",Box,2,
KD1@,"Kakada 1",Unit,,
KD1@,"Kakada 1",Box,,
KD1@,"Kakada 1",Case,10,
KD2@,"Kakada 2",Unit,,
KD2@,"Kakada 2",Box,,
KD2@,"Kakada 2",Case,10,
KD3@,"Kakada 3",Unit,,
KD3@,"Kakada 3",Box,,
KD3@,"Kakada 3",Case,10,
M1@,M1,,100.0000,
M2@,M2,,100.0000,
M3@,M3,,100.0000,
MALEEOJ@,"Malee Orange Juice",,-5.0000,
P002@,ម៉ាយសឺវេន,Pack,2,
P002@,ម៉ាយសឺវេន,Box,4,
PD001@,"Product 1",Pack,2,
PD001@,"Product 1",Box,128,
PD002@,"Product 2",Box,128,
PD002@,"Product 2",Pack,8,
PD003@,"Product 3",Pack,9,
PD003@,"Product 3",Box,119,
PD1@,"Product 1",Box,,
PD1@,"Product 1",Case,9,
PD1@,"Product 1",Pack,,
